3.3893,3.3893,3.3893,2.9574,2.9574,1.6763,1.6763,0.8532,0.2069,0.2069,0.2069,0.2069,0.2069,0.2069,0.2069
0.0913,0.0913,0.0913,0.0913,0.0913,0.0913,0.0913,0.0408,0.031,0.031,0.031,0.031,0.031,0.031,0.031
-1.2267,-1.2267,-1.2267,-1.3575,-1.3575,-1.3575,-2.7836,-2.7836,-3.6198,-3.6198,-3.6198,-3.6198,-3.6198,-3.6198,-3.6198
1.328,1.2549,0.4057,0.4057,0.2347,0.2347,-0.8881,-0.9738,-0.9738,-0.9738,-0.9738,-0.9738,-0.9798,-0.9798,-0.9798
-0.0402,-0.0402,-0.0402,-0.6999,-0.7664,-1.147,-1.147,-1.147,-1.3847,-1.9766,-1.9766,-1.9766,-1.9766,-1.9766,-1.9766
-1.8809,-1.8809,-1.8809,-1.8809,-1.8809,-1.8809,-1.8809,-1.8809,-2.101,-2.101,-2.101,-2.101,-2.101,-2.101,-2.101
0.5568,0.1883,0.1883,0.1883,0.1883,0.1883,0.1883,0.1883,0.1574,-0.0314,-0.0314,-0.0314,-0.0314,-0.0314,-0.0314
-0.7035,-0.7035,-0.7035,-1.3521,-1.4834,-1.4834,-1.4834,-3.1796,-3.1796,-3.1796,-3.1796,-3.1796,-3.1796,-3.1796,-3.1796
-0.3223,-0.4047,-0.4047,-0.4047,-0.4047,-0.4047,-0.4868,-0.4868,-0.5218,-0.5977,-0.5977,-0.5977,-0.5977,-0.703,-0.7111
-1.6807,-1.6807,-1.6807,-1.6807,-1.6807,-1.6807,-1.6807,-1.706,-1.706,-1.7296,-1.7296,-1.7296,-1.7296,-1.7662,-1.7662
0.1217,0.1191,0.0998,0.0998,0.0998,0.0998,0.0912,0.0912,0.0912,0.0912,0.0912,0.0912,0.0912,0.0912,0.0912
-3.3734,-3.3734,-3.3734,-3.3734,-3.5242,-3.5242,-3.5242,-3.5242,-3.5242,-3.5242,-3.5242,-3.5242,-3.5242,-3.5242,-3.5242
-2.6589,-2.6589,-2.6589,-2.6589,-2.6589,-2.6589,-2.6589,-2.8363,-2.8363,-2.9013,-2.9013,-2.9013,-2.9013,-2.9013,-2.9013
-1.3174,-1.4584,-1.4584,-1.6039,-1.6954,-1.6954,-1.6954,-1.6954,-1.6954,-1.6954,-1.6954,-1.8912,-1.8912,-1.8912,-1.8912
-0.7178,-1.0974,-2.4787,-2.4787,-4.213,-4.213,-4.213,-4.213,-4.4718,-4.4718,-4.4718,-4.4718,-4.9764,-5.3595,-5.3595