-2.1357,-3.0384,-3.6981,-3.9284,-4.0846,-4.0846,-5.9321,-6.3839,-6.3839,-7.0692,-7.0692,-7.0692,-7.0692,-7.0692,-7.0692
0.106,0.106,0.106,0.106,0.106,0.106,0.0907,0.0907,0.0907,-0.0837,-0.0837,-0.5741,-0.5741,-0.5741,-0.5741
-2.655,-2.8678,-2.8678,-3.0524,-3.0524,-3.5124,-3.5124,-3.5124,-3.5124,-3.5124,-4.8108,-4.8108,-4.8108,-4.9165,-4.9239
0.016,0.016,-0.1294,-1.1449,-1.1449,-1.1449,-1.1449,-1.1449,-1.1449,-1.1468,-1.1468,-1.1468,-1.1468,-1.1468,-1.2909
0.0529,0.0529,0.0529,0.0529,0.0523,0.0497,0.0497,-0.3189,-1.1799,-1.1799,-1.1799,-1.1799,-1.1799,-1.1799,-1.1799
0.0714,-0.1058,-0.1058,-0.1058,-0.1058,-0.1058,-0.1058,-0.1105,-0.1105,-0.1781,-0.1796,-0.9995,-0.9995,-1.0179,-1.0179
-0.7754,-1.2183,-1.2183,-1.2183,-1.2183,-1.2183,-1.2183,-1.2183,-1.2183,-1.2183,-1.2183,-1.2183,-1.2183,-1.2183,-1.2183
0.7129,0.7129,0.7129,0.7129,-0.2247,-0.2515,-0.2515,-0.2633,-0.2676,-0.2676,-0.2676,-0.2676,-0.2676,-0.2676,-0.2676
-1.1033,-1.1033,-1.1033,-1.1033,-1.1819,-1.1819,-1.1819,-1.1819,-1.1819,-1.1819,-1.1819,-1.1819,-1.3188,-1.3188,-1.5366
-0.1466,-0.1474,-0.1474,-0.1475,-0.1475,-0.1476,-0.1476,-0.1476,-0.1476,-0.1476,-0.1479,-0.1483,-0.9201,-9.6615,-10.1264
-0.1263,-0.1267,-0.1376,-0.1376,-0.1451,-0.1479,-0.1479,-0.1548,-0.1548,-0.1548,-0.1548,-0.1549,-0.1549,-0.1607,-0.1648
-0.2173,-0.2173,-0.2276,-0.2277,-0.2277,-0.2277,-0.2277,-0.2277,-0.2277,-0.3907,-0.3907,-0.3907,-0.3907,-0.3907,-0.3907
-0.1277,-0.2189,-0.2189,-0.2189,-0.2189,-0.2191,-0.232,-0.232,-0.232,-0.2395,-0.2395,-0.2395,-0.2395,-0.2395,-0.2395
-0.2005,-0.2005,-0.2009,-0.2518,-0.2518,-0.2518,-0.2518,-0.2518,-0.2518,-0.2518,-0.2518,-0.2518,-0.2518,-0.2518,-0.2518
-0.9213,-0.9213,-2.3623,-2.3623,-2.434,-3.1209,-3.1209,-3.1209,-3.1209,-3.1209,-3.1209,-3.1209,-3.1209,-3.1209,-3.4845